text,cmp_code,eu_code,party
"This Commission will be introduced alongside a new Land Value Tax (see ‘Reforming property taxes’ section below), which will help ensure that all land is taxed fairly.",503,,Greens
"Reduce pesticide and fungicide use by at least 50% by overall weight by 2022,",501,,Greens
"phase out all non-agricultural uses of pesticides,",501,,Greens
and immediately ban the most harmful substances.,501,,Greens
We will secure protection of rural residents and communities from exposure to pesticides sprayed on nearby crop fields,403,,Greens
"and prohibit the use of pesticides in the locality of homes, schools and children’s playgrounds.",403,,Greens
"We will strengthen the role of independent scientific advice and the application of the precautionary principle in the pesticide regulation and monitoring process - only pesticides that pass strict tests, and demonstrably don’t harm bees, butterflies and other wildlife, will be approved for use in the UK.",501,,Greens
We will also reduce the amount of nitrogen fertiliser used on UK farms.,501,,Greens
and aim for 50% of all farms to be engaged in agroforestry by 2030.,501,,Greens
"We will encourage the planting of more trees in more towns and cities, including apple, nut and other crop trees than can produce food.",501,,Greens
"The new woodland, when fully grown, will store carbon,",501,,Greens
and create new wildlife-rich environments.,501,,Greens
We will support farmers to diversify their incomes through new forest management.,703.1,,Greens
"Encourage, through changes to the planning system, the ‘rewilding’ of spaces to provide new habitats for wildlife.",501,,Greens
"An ecological crisis is happening - we must tackle it by restoring, expanding and joining up the wild spaces nature needs to thrive.",501,,Greens
"Maintain a moratorium on production and import of genetically modified (GM) foods, including food from animals fed on GM feed.",403,,Greens
Establish a Food and Agriculture Research Council to research sustainable and health-promoting methods of food production and distribution.,403,,Greens
We will also support research into the reduction of methane emissions from livestock,411,,Greens
"and the conservation and development of high quality soils, as the foundation of all that we grow.",501,,Greens
"Encourage urban food growing, including new community farms and allotments, through the planning system,",403,,Greens
as well as matching those with gardens and who want to grow food with those with the skills to undertake the work for communal benefit.,606.1,,Greens
"Similarly we will encourage the creation of new green spaces wherever they can take root - from pocket parks on vacant land, to living green roofs and walls.",501,,Greens
We will also encourage urban gardeners to plan for wildlife - opting for grass and shrubs over paving in a garden can create vital new habitats for wildlife.,501,,Greens
"Incentivise changes in food consumption, by promoting the benefits of healthy diets, based on locally and sustainably produced food,",501,,Greens
"and ‘less but better’ meat and dairy consumption, including clear labelling to indicate carbon emissions,",403,,Greens
and intensive production methods.,501,,Greens
"Support the transition to plant- based diets by phasing in a tax on meat and dairy products over the next ten years,",403,,Greens
to reduce the 5% of the UK’s carbon emissions that come from the methane produced by livestock.,501,,Greens
"The revenues from this part of the Carbon Tax will be recycled back into farming,",703.1,,Greens
and will be spent on measures to help farmers transition to more sustainable farming methods.,416.2,,Greens
"Promote initiatives to reduce food waste, including education programmes",501,,Greens
and changing the rules to allow food waste to be used for animal feed for pigs and chickens.,501,,Greens
"Legislate for a right to food, giving everyone access to healthy, nutritious, locally grown food,",201.2,,Greens
including the creation of new providers to supply this food at an affordable price to schools.,403,,Greens
